"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that we can create new photos with valid data","91","testCreateNewPhoto","Surefire suite","Fri Jul 11 11:40:22 GMT 2025","passed","Fri Jul 11 11:40:22 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testCreateNewPhoto"
"Verify that requesting non-existent comments returns 404","45","testGetNonExistentComment","Surefire suite","Fri Jul 11 11:40:20 GMT 2025","passed","Fri Jul 11 11:40:20 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetNonExistentComment"
"Verify that we can retrieve specific photos by valid IDs","74","testGetSinglePhoto","Surefire suite","Fri Jul 11 11:40:22 GMT 2025","passed","Fri Jul 11 11:40:22 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can retrieve specific todos by valid IDs","66","testGetSingleTodo","Surefire suite","Fri Jul 11 11:40:25 GMT 2025","passed","Fri Jul 11 11:40:25 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that requesting non-existent comments returns 404","41","testGetNonExistentComment","Surefire suite","Fri Jul 11 11:40:20 GMT 2025","passed","Fri Jul 11 11:40:20 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetNonExistentComment"
"Verify that requesting non-existent users returns 404","44","testGetNonExistentUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetNonExistentUser"
"Verify that requesting non-existent posts returns 404","47","testGetNonExistentPost","Surefire suite","Fri Jul 11 11:40:15 GMT 2025","passed","Fri Jul 11 11:40:15 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetNonExistentPost"
"Verify that requesting non-existent posts returns 404","50","testGetNonExistentPost","Surefire suite","Fri Jul 11 11:40:14 GMT 2025","passed","Fri Jul 11 11:40:15 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetNonExistentPost"
"Verify that we can filter comments by post ID","52","testFilterCommentsByPost","Surefire suite","Fri Jul 11 11:40:20 GMT 2025","passed","Fri Jul 11 11:40:20 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testFilterCommentsByPost"
"Verify that creating comments with invalid data handles errors appropriately","56","testCreateCommentWithInvalidData","Surefire suite","Fri Jul 11 11:40:20 GMT 2025","failed","Fri Jul 11 11:40:20 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateCommentWithInvalidData"
"Verify that we can retrieve specific comments by valid IDs","68","testGetSingleComment","Surefire suite","Fri Jul 11 11:40:18 GMT 2025","passed","Fri Jul 11 11:40:18 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetSingleComment"
"Verify that we can retrieve specific albums by valid IDs","75","testGetSingleAlbum","Surefire suite","Fri Jul 11 11:40:16 GMT 2025","passed","Fri Jul 11 11:40:16 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetSingleAlbum"
"Verify that we can retrieve specific posts by valid IDs","89","testGetSinglePost","Surefire suite","Fri Jul 11 11:40:12 GMT 2025","passed","Fri Jul 11 11:40:12 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetSinglePost"
"Verify that requesting non-existent posts returns 404","48","testGetNonExistentPost","Surefire suite","Fri Jul 11 11:40:15 GMT 2025","passed","Fri Jul 11 11:40:15 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetNonExistentPost"
"Verify that creating users with invalid data handles errors appropriately","69","testCreateUserWithInvalidData","Surefire suite","Fri Jul 11 11:40:28 GMT 2025","failed","Fri Jul 11 11:40:28 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateUserWithInvalidData"
"Verify that requesting non-existent photos returns 404","43","testGetNonExistentPhoto","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:23 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetNonExistentPhoto"
"Verify that we can create new todos with valid data","85","testCreateNewTodo","Surefire suite","Fri Jul 11 11:40:25 GMT 2025","passed","Fri Jul 11 11:40:25 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testCreateNewTodo"
"Verify that we can update existing users","60","testUpdateUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testUpdateUser"
"Verify that creating photos with invalid data handles errors appropriately","59","testCreatePhotoWithInvalidData","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:24 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testCreatePhotoWithInvalidData"
"Verify that creating photos with invalid data handles errors appropriately","51","testCreatePhotoWithInvalidData","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:23 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testCreatePhotoWithInvalidData"
"Verify that we can create new comments with valid data","87","testCreateNewComment","Surefire suite","Fri Jul 11 11:40:19 GMT 2025","passed","Fri Jul 11 11:40:19 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateNewComment"
"Verify API response when filtering with non-existent album ID","65","testFilterPhotosWithInvalidAlbumId","Surefire suite","Fri Jul 11 11:40:24 GMT 2025","failed","Fri Jul 11 11:40:24 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testFilterPhotosWithInvalidAlbumId"
"Verify that creating users with invalid data handles errors appropriately","61","testCreateUserWithInvalidData","Surefire suite","Fri Jul 11 11:40:28 GMT 2025","failed","Fri Jul 11 11:40:28 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateUserWithInvalidData"
"Verify that we can retrieve specific photos by valid IDs","77","testGetSinglePhoto","Surefire suite","Fri Jul 11 11:40:21 GMT 2025","passed","Fri Jul 11 11:40:21 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can update existing albums","78","testUpdateAlbum","Surefire suite","Fri Jul 11 11:40:17 GMT 2025","passed","Fri Jul 11 11:40:17 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testUpdateAlbum"
"Verify that creating photos with invalid data handles errors appropriately","56","testCreatePhotoWithInvalidData","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:23 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testCreatePhotoWithInvalidData"
"Verify that we can filter photos by album ID","73","testFilterPhotosByAlbum","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:23 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testFilterPhotosByAlbum"
"Verify that we can retrieve specific users by valid IDs","63","testGetSingleUser","Surefire suite","Fri Jul 11 11:40:26 GMT 2025","passed","Fri Jul 11 11:40:26 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve specific todos by valid IDs","65","testGetSingleTodo","Surefire suite","Fri Jul 11 11:40:24 GMT 2025","passed","Fri Jul 11 11:40:24 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that creating users with invalid data handles errors appropriately","60","testCreateUserWithInvalidData","Surefire suite","Fri Jul 11 11:40:28 GMT 2025","failed","Fri Jul 11 11:40:28 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateUserWithInvalidData"
"Verify that we can delete existing todos","56","testDeleteTodo","Surefire suite","Fri Jul 11 11:40:25 GMT 2025","passed","Fri Jul 11 11:40:25 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testDeleteTodo"
"Verify that we can create new posts with valid data","99","testCreateNewPost","Surefire suite","Fri Jul 11 11:40:14 GMT 2025","passed","Fri Jul 11 11:40:14 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testCreateNewPost"
"Verify API response when filtering with non-existent user ID","45","testFilterAlbumsWithInvalidUserId","Surefire suite","Fri Jul 11 11:40:18 GMT 2025","failed","Fri Jul 11 11:40:18 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testFilterAlbumsWithInvalidUserId"
"Verify that we can filter comments by post ID using query parameter","73","testGetCommentsWithPostIdFilter","Surefire suite","Fri Jul 11 11:40:13 GMT 2025","passed","Fri Jul 11 11:40:14 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsWithPostIdFilter"
"Verify that we can update existing todos","66","testUpdateTodo","Surefire suite","Fri Jul 11 11:40:25 GMT 2025","passed","Fri Jul 11 11:40:25 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testUpdateTodo"
"Verify that we can filter todos by completion status","62","testFilterTodosByCompletionStatus","Surefire suite","Fri Jul 11 11:40:25 GMT 2025","passed","Fri Jul 11 11:40:25 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testFilterTodosByCompletionStatus"
"Verify that requesting non-existent users returns 404","43","testGetNonExistentUser","Surefire suite","Fri Jul 11 11:40:28 GMT 2025","passed","Fri Jul 11 11:40:28 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetNonExistentUser"
"Verify that requesting non-existent todos returns 404","40","testGetNonExistentTodo","Surefire suite","Fri Jul 11 11:40:26 GMT 2025","passed","Fri Jul 11 11:40:26 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetNonExistentTodo"
"Verify that we can retrieve specific todos by valid IDs","66","testGetSingleTodo","Surefire suite","Fri Jul 11 11:40:24 GMT 2025","passed","Fri Jul 11 11:40:24 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that creating albums with invalid data handles errors appropriately","117","testCreateAlbumWithInvalidData","Surefire suite","Fri Jul 11 08:58:37 GMT 2025","passed","Fri Jul 11 08:58:37 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testCreateAlbumWithInvalidData"
"Verify that we can retrieve specific users by valid IDs","59","testGetSingleUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve specific posts by valid IDs","82","testGetSinglePost","Surefire suite","Fri Jul 11 11:40:13 GMT 2025","passed","Fri Jul 11 11:40:13 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetSinglePost"
"Verify that we can create new posts with valid data","253","testCreateNewPost","Surefire suite","Fri Jul 11 11:40:14 GMT 2025","passed","Fri Jul 11 11:40:14 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testCreateNewPost"
"Verify that we can completely update an existing post","95","testUpdatePost","Surefire suite","Fri Jul 11 11:40:14 GMT 2025","passed","Fri Jul 11 11:40:14 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testUpdatePost"
"Verify that we can filter comments by post ID using query parameter","78","testGetCommentsWithPostIdFilter","Surefire suite","Fri Jul 11 11:40:13 GMT 2025","passed","Fri Jul 11 11:40:13 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsWithPostIdFilter"
"Verify that we can update existing comments","89","testUpdateComment","Surefire suite","Fri Jul 11 11:40:19 GMT 2025","passed","Fri Jul 11 11:40:19 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testUpdateComment"
"Verify that we can update existing photos","76","testUpdatePhoto","Surefire suite","Fri Jul 11 11:40:22 GMT 2025","passed","Fri Jul 11 11:40:22 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testUpdatePhoto"
"Verify that we can filter comments by post ID using query parameter","63","testGetCommentsWithPostIdFilter","Surefire suite","Fri Jul 11 11:40:14 GMT 2025","passed","Fri Jul 11 11:40:14 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsWithPostIdFilter"
"Verify that we can filter comments by post ID using query parameter","62","testGetCommentsWithPostIdFilter","Surefire suite","Fri Jul 11 11:40:13 GMT 2025","passed","Fri Jul 11 11:40:13 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsWithPostIdFilter"
"Verify that requesting non-existent comments returns 404","41","testGetNonExistentComment","Surefire suite","Fri Jul 11 11:40:20 GMT 2025","passed","Fri Jul 11 11:40:20 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetNonExistentComment"
"Verify that we can create new users with valid data","76","testCreateNewUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateNewUser"
"Verify that we can retrieve specific users by valid IDs","57","testGetSingleUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve specific photos by valid IDs","65","testGetSinglePhoto","Surefire suite","Fri Jul 11 11:40:22 GMT 2025","passed","Fri Jul 11 11:40:22 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can retrieve specific users by valid IDs","79","testGetSingleUser","Surefire suite","Fri Jul 11 11:40:26 GMT 2025","passed","Fri Jul 11 11:40:26 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve specific users by valid IDs","65","testGetSingleUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that creating users with invalid data handles errors appropriately","50","testCreateUserWithInvalidData","Surefire suite","Fri Jul 11 11:40:28 GMT 2025","failed","Fri Jul 11 11:40:28 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateUserWithInvalidData"
"Verify that requesting non-existent users returns 404","45","testGetNonExistentUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetNonExistentUser"
"Verify that we can retrieve specific albums by valid IDs","75","testGetSingleAlbum","Surefire suite","Fri Jul 11 11:40:16 GMT 2025","passed","Fri Jul 11 11:40:16 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetSingleAlbum"
"Verify that we can retrieve comments for a specific post","89","testGetCommentsForPost","Surefire suite","Fri Jul 11 11:40:13 GMT 2025","passed","Fri Jul 11 11:40:13 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsForPost"
"Verify that creating photos with invalid data handles errors appropriately","64","testCreatePhotoWithInvalidData","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:23 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testCreatePhotoWithInvalidData"
"Verify that we can retrieve specific photos by valid IDs","65","testGetSinglePhoto","Surefire suite","Fri Jul 11 11:40:21 GMT 2025","passed","Fri Jul 11 11:40:21 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can update existing todos","71","testUpdateTodo","Surefire suite","Fri Jul 11 11:40:25 GMT 2025","passed","Fri Jul 11 11:40:25 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testUpdateTodo"
"Verify API response when sending malformed JSON","58","testCreateUserWithMalformedJson","Surefire suite","Fri Jul 11 11:40:28 GMT 2025","passed","Fri Jul 11 11:40:28 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateUserWithMalformedJson"
"Verify that we can retrieve specific todos by valid IDs","73","testGetSingleTodo","Surefire suite","Fri Jul 11 11:40:24 GMT 2025","passed","Fri Jul 11 11:40:24 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that we can retrieve specific todos by valid IDs","62","testGetSingleTodo","Surefire suite","Fri Jul 11 11:40:24 GMT 2025","passed","Fri Jul 11 11:40:24 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that we can retrieve specific comments by valid IDs","79","testGetSingleComment","Surefire suite","Fri Jul 11 11:40:18 GMT 2025","passed","Fri Jul 11 11:40:18 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetSingleComment"
"Verify that we can partially update photos using PATCH","92","testPatchPhoto","Surefire suite","Fri Jul 11 11:40:23 GMT 2025","passed","Fri Jul 11 11:40:23 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testPatchPhoto"
"Verify that requesting non-existent posts returns 404","50","testGetNonExistentPost","Surefire suite","Fri Jul 11 11:40:15 GMT 2025","passed","Fri Jul 11 11:40:15 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetNonExistentPost"
"Verify that creating albums with invalid data handles errors appropriately","64","testCreateAlbumWithInvalidData","Surefire suite","Fri Jul 11 11:40:18 GMT 2025","failed","Fri Jul 11 11:40:18 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testCreateAlbumWithInvalidData"
"Verify that we can delete existing albums","62","testDeleteAlbum","Surefire suite","Fri Jul 11 11:40:17 GMT 2025","passed","Fri Jul 11 11:40:17 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testDeleteAlbum"
"Verify that we can retrieve specific albums by valid IDs","71","testGetSingleAlbum","Surefire suite","Fri Jul 11 11:40:16 GMT 2025","passed","Fri Jul 11 11:40:16 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetSingleAlbum"
"Verify that creating posts with invalid data handles errors appropriately","64","testCreatePostWithInvalidData","Surefire suite","Fri Jul 11 11:40:15 GMT 2025","failed","Fri Jul 11 11:40:15 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testCreatePostWithInvalidData"
"Verify that we can retrieve all comments and get exactly 500 comments","232","testGetAllComments","Surefire suite","Fri Jul 11 11:40:18 GMT 2025","passed","Fri Jul 11 11:40:18 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetAllComments"
"Verify that we can retrieve specific users by valid IDs","60","testGetSingleUser","Surefire suite","Fri Jul 11 11:40:27 GMT 2025","passed","Fri Jul 11 11:40:27 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve all photos and get exactly 5000 photos","742","testGetAllPhotos","Surefire suite","Fri Jul 11 11:40:20 GMT 2025","passed","Fri Jul 11 11:40:21 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetAllPhotos"
